Epoch,Train_Loss,Class_Loss,Cons_Loss,Val_Loss,Val_IoU,Mode
1,2.4306112202731045,2.378517134623094,0.25771490416743537,3.940978169441223,0.1127021387219429,MeanTeacher
2,0.8894254836169156,0.826329542831941,0.1638603647324172,12.723755598068237,0.1177523136138916,MeanTeacher
3,0.5303251824595712,0.47807988253506745,0.0744634231721813,7.5250712633132935,0.11800768040120602,MeanTeacher
4,0.4503301896832206,0.3999799679626118,0.04117394120178439,3.0336179733276367,0.122481569647789,MeanTeacher
5,0.41326821663162927,0.3522249080918052,0.029942383820360356,1.3959500193595886,0.16082017123699188,MeanTeacher
6,0.40311142666773364,0.32030495594848285,0.02547075751830231,0.9007583111524582,0.2312954179942608,MeanTeacher
7,0.4001840596849268,0.3007736138322137,0.02004660488190976,0.6657360643148422,0.3202754259109497,MeanTeacher
8,0.4215627190741626,0.3032512366771698,0.016351926479149948,0.5404852777719498,0.39674754440784454,MeanTeacher
9,0.43763813511891797,0.30595449290492316,0.013040942944247614,0.485709086060524,0.4366365894675255,MeanTeacher
10,0.4547733976082368,0.30701708658175036,0.010961257217621262,0.44298914819955826,0.47045090794563293,MeanTeacher
11,0.48387312347238715,0.3141822977499528,0.009858522183177147,0.4201676622033119,0.48989350348711014,MeanTeacher
12,0.5053047456524589,0.31816222180019726,0.008901579051532528,0.4060663655400276,0.5017007738351822,MeanTeacher
13,0.5132175589149649,0.31327862360260705,0.008140199034559455,0.39296697825193405,0.5128223150968552,MeanTeacher
14,0.5163350078192624,0.30894063819538464,0.007555785969915715,0.3854277804493904,0.5184643417596817,MeanTeacher
15,0.5068880834362723,0.3093020577322353,0.006734199102290652,0.37921738624572754,0.5232554823160172,MeanTeacher
16,0.5001396496187557,0.30624778162349353,0.006463062187487429,0.37125685811042786,0.529907688498497,MeanTeacher
17,0.4848484559492631,0.29938049614429474,0.006182265256277539,0.3645242378115654,0.5355162248015404,MeanTeacher
18,0.4900157790292393,0.3054391714659604,0.006152553483843803,0.36047159880399704,0.5385614261031151,MeanTeacher
19,0.4724423804066398,0.30043609711256897,0.005733542715791951,0.3551034778356552,0.5433965772390366,MeanTeacher
20,0.47192868861285125,0.3008203384551135,0.0057036117862232704,0.3506983518600464,0.5470020771026611,MeanTeacher
21,0.44064984267408197,0.2888484244996851,0.005060047398067333,0.3475579768419266,0.549323245882988,MeanTeacher
22,0.43824459883299743,0.28818796845999634,0.005001887636767192,0.34451592713594437,0.5519338250160217,MeanTeacher
23,0.43272949213331396,0.28618289259347046,0.004884886608289724,0.34251541644334793,0.5530745685100555,MeanTeacher
24,0.43510897999460046,0.2905253063548695,0.004819455683570017,0.3392997905611992,0.5558531731367111,MeanTeacher
25,0.43950010565194214,0.2920944379134612,0.004913522290404548,0.3359226882457733,0.5593069940805435,MeanTeacher
26,0.41704554043032904,0.2815644375302575,0.004516036651859229,0.333713099360466,0.5607697367668152,MeanTeacher
27,0.4173214665868066,0.2791621834039688,0.004605309540321204,0.3332661986351013,0.5605657398700714,MeanTeacher
28,0.41293498467315326,0.2808533798564564,0.0044027201894840055,0.3314388766884804,0.5622316747903824,MeanTeacher
29,0.40614952417937195,0.27741258388215845,0.004291231426495043,0.3297569826245308,0.5633728504180908,MeanTeacher
30,0.40066367523236707,0.2764617164026607,0.0041400653267787265,0.32792337983846664,0.5650436282157898,MeanTeacher
31,0.3939582881602374,0.2740603739565069,0.003996597147885372,0.32627464085817337,0.5665914863348007,MeanTeacher
32,0.3925811838019978,0.2718498943881555,0.00402437622489577,0.3248673528432846,0.5679791271686554,MeanTeacher
33,0.3923290114511143,0.2738166492093693,0.003950412131168626,0.32351669669151306,0.5690443515777588,MeanTeacher
34,0.3913265249945901,0.27055682038719003,0.004025656793435866,0.3223268911242485,0.5699570924043655,MeanTeacher
35,0.38242479075085034,0.26743301071903924,0.0038330593379214406,0.3207663893699646,0.5713479816913605,MeanTeacher
36,0.38470396399497986,0.2682161270217462,0.0038829278624193234,0.3210486024618149,0.571357473731041,MeanTeacher
37,0.37114657868038525,0.26067863607948477,0.003682264804162762,0.31942329555749893,0.5728784203529358,MeanTeacher
38,0.37849548729983246,0.26531368358568713,0.0037727266740561886,0.31964652240276337,0.5723513215780258,MeanTeacher
39,0.3644329079172828,0.25964139672842895,0.0034930504413998938,0.31739308685064316,0.574373334646225,MeanTeacher
40,0.36812417751008814,0.2601151527328925,0.0036003009881824255,0.31671105325222015,0.5748697966337204,MeanTeacher
41,0.3623127856037833,0.25772022997791116,0.0034864185674285345,0.31630509346723557,0.5753054916858673,MeanTeacher
42,0.3626773398030888,0.2571498473936861,0.0035175831713290377,0.3154101297259331,0.5760726779699326,MeanTeacher
43,0.3601658899675716,0.25588113882324914,0.003476158334788951,0.3146011605858803,0.5769516080617905,MeanTeacher
44,0.355125215920535,0.25430633466352115,0.003360629314556718,0.31340429186820984,0.5781349092721939,MeanTeacher
45,0.3500467823310332,0.25004575807939877,0.0033333673755722966,0.31238870322704315,0.579024001955986,MeanTeacher
46,0.3491101427511735,0.24967034499753604,0.0033146600260145283,0.31332777440547943,0.5780034512281418,MeanTeacher
47,0.349928769198331,0.2508067922158675,0.0033040658189830456,0.31190403550863266,0.5794428586959839,MeanTeacher
48,0.34907539188861847,0.2507079209793698,0.003278915696269409,0.31152454018592834,0.5800738632678986,MeanTeacher
49,0.34752733734520996,0.24846617674285715,0.0033020386049015956,0.310061551630497,0.5813138782978058,MeanTeacher
50,0.34270918504758313,0.24479020996527237,0.003263965735889294,0.3090663328766823,0.5823256969451904,MeanTeacher
